0.159934,-1.742
0.32484,-6.360563
0.25118,-4.389375
0.124609,-0.474438
0.219117,-0.9045
0.3721,-6.381437
0.244779,-2.505625
0.229771,-3.042813
0.105563,-0.218562
0.151232,-0.25875
0.201889,-0.887312
0.176687,-1.909875
0.290127,-5.095937
0.306588,-4.924563
0.303193,-4.426812
0.193293,-1.158937
0.140924,-3.127312
0.202928,-0.54675
0.352303,-3.970687
0.131859,-1.020188
0.167527,-0.543063
0.114666,-0.374312
0.129807,-0.552562
0.139934,-0.583688
0.112895,-0.449813
0.248035,-4.82875
0.111533,-1.83
0.356383,-5.407938
0.155316,-0.8105
0.209295,-0.735812
0.204629,-1.092688
0.217953,-2.963687
0.124695,-0.683438
0.23983,-4.56275
0.39183,-5.298938
0.360863,-5.726312
0.191029,-0.453937
0.345961,-5.157375
0.247604,-3.941312
0.197834,-0.579562
0.212754,-0.846938
0.136955,-0.542937
0.184189,-0.677562
0.205854,-3.533187
0.367213,-5.226
0.143172,-0.583187
0.133002,-0.775125
0.119924,-0.611375
0.111822,-1.236125
0.251668,-4.344375
0.114742,-0.659
0.195553,-3.239125
0.130504,-0.62475
0.113469,-0.347687
0.236301,-0.596938
0.163824,-0.460875
0.201965,-4.143187
0.137871,-2.034813
0.110904,-0.400625
0.168191,-0.418438
0.195281,-0.641312
0.127203,-0.282625
0.127479,-0.807562
0.176449,-0.714125
0.154682,-1.505812
0.166596,-0.825375
0.178855,-1.043688
0.174771,-0.899687
0.15318,-0.6675
0.194572,-0.99575
0.182027,-0.866563
0.141047,-1.740063
0.139955,-0.298812
0.127551,-0.554188
0.151475,-0.44375
0.140826,-0.635312
0.244443,-1.056125
0.22852,-0.640875
0.140939,-0.280938
0.174891,-1.16725
0.259248,-1.523562
0.219861,-2.388
0.182439,-0.615437
0.097322,-0.33125
0.100738,-2.183562
0.198963,-3.56375
0.150576,-0.299187
0.234521,-3.797375
0.097842,-0.364
0.092469,-0.368625
0.43834,-6.332562
0.32158,-5.158563
0.113494,-0.244812
0.189725,-3.179875
0.117096,-0.347562
0.088404,-0.443625
0.089596,-0.5555
0.116895,-0.63075
0.297336,-4.099938
0.205223,-1.077187
0.16449,-1.306188
0.144023,-0.533312
0.153395,-0.526312
0.263918,-4.6915
0.164383,-0.842
0.285107,-4.185625
0.115738,-0.442312
0.129994,-1.351938
0.14909,-0.96075
0.084467,-0.452875
0.140342,-1.464813
0.286689,-4.868812
0.45165,-5.737312
0.259588,-3.709812
0.190652,-1.014375
0.217762,-0.528062
0.451471,-5.843625
0.503453,-4.411437
0.144129,-0.87175
0.124863,-0.666937
0.102721,-0.558875
0.441383,-5.786313
0.198549,-0.526875
0.389977,-6.515313
0.200482,-0.969812
0.222771,-4.127125
0.174732,-1.1255
0.347377,-5.65725
0.251717,-1.494625
0.182027,-0.698438
0.171,-0.698
0.224904,-0.794687
0.387664,-3.916812
0.181469,-0.390937
0.174371,-0.61975
0.15202,-2.601688
0.123424,-0.33825
0.164457,-0.449688
0.12958,-0.979313
0.21484,-0.86825
0.358064,-5.348562
0.164795,-0.318125
0.178379,-0.935
0.151387,-0.952562
0.20033,-2.143
0.174391,-0.574313
0.10366,-0.441875
0.191244,-3.062125
0.194727,-2.88725
0.193064,-3.313875
0.173664,-3.719937
0.38942,-6.632937
0.144551,-1.005875
0.19617,-0.5875
0.277305,-3.737875
0.240395,-3.375
0.186863,-0.532375
0.165867,-1.749937
0.157596,-0.537312
0.116912,-0.890938
0.204133,-0.65675
0.30243,-4.996875
0.191641,-3.9325
0.102078,-0.9515
0.135678,-0.965875
0.121748,-0.211188
0.269451,-4.637937
0.399086,-6.719125
0.369357,-5.698875
0.233949,-2.10275
0.142016,-0.379563
0.147441,-1.422813
0.317563,-3.8805
0.278338,-4.512125
0.295447,-5.484687
0.179652,-0.938625
0.172893,-1.958625
0.066008,-0.81975
0.068289,-0.758062
0.163535,-3.668375
0.153773,-3.465937
0.283209,-4.741562
0.274602,-4.549
0.176797,-3.548313
0.404049,-6.181625
0.143789,-0.781375
0.329318,-4.061125
0.376518,-5.438125
0.323727,-5.459125
0.188057,-3.826875
0.162402,-3.55725
0.284465,-4.473875
0.247766,-4.804437
0.145262,-0.472438
0.204283,-0.701812
0.190617,-0.943625
0.152225,-0.247625
0.125881,-2.06625
0.22935,-0.9245
0.319479,-5.076875
0.206846,-3.79675
0.192498,-4.48725
0.113002,-0.950937
0.139662,-0.581812
0.10898,-0.822438
0.221205,-1.8915
0.123268,-0.807125
0.103172,-0.619938
0.183629,-0.479125
0.237289,-0.590437
0.337996,-6.131687
0.150348,-0.27675
0.29924,-5.335813
0.268062,-4.914813
0.169936,-0.567625
0.326322,-5.081313
0.127697,-0.621875
0.17185,-0.759062
0.351197,-5.723125
0.1284,-0.425687
0.130551,-0.396813
0.150117,-0.363812
0.08101,-0.554688
0.40373,-4.73325
0.159002,-0.72975
0.127379,-0.464
0.122125,-0.342562
0.24449,-3.113187
0.116133,-0.807688
0.093076,-0.457813
0.385014,-4.70025
0.356281,-4.486562
0.135133,-2.307812
0.286656,-4.7815
0.216125,-3.7895
0.104547,-0.580688
0.31734,-5.23425
0.29474,-1.636625
0.263104,-2.9735
0.162395,-0.967375
0.112039,-0.369437
0.345398,-5.358437
0.135678,-1.430187
0.118729,-0.394937
0.322826,-5.8495
0.201949,-3.388438
0.27899,-4.833875
0.235109,-4.244813
